"Time","Operation","Transfer(MKR)","Stake(MKR)","Executive/Poll","Options","Deci-sive"
"2021-11-11 16:00:00 013595847_000_000","FINAL_CHOICE","","24,243.02","NS-DROP Covenant Modification - November 8, 2021","No",""
"2021-11-11 16:00:00 013595847_000_000","FINAL_CHOICE","","24,243.02","GUNIV3DAIUSDC-A Parameter Adjustments - November 8, 2021","Yes",""
"2021-11-11 16:00:00 013595847_000_000","FINAL_CHOICE","","24,243.02","Increase the WSTETH-A Debt Ceiling - November 8, 2021","Yes",""
"2021-11-11 16:00:00 013595847_000_000","FINAL_CHOICE","","24,243.02","DIRECT-AAVEV2-DAI Parameter Adjustments - November 8, 2021","Yes",""
"2021-11-09 22:25:37 013584801_183_000_0","CHOOSE","","24,243.02","NS-DROP Covenant Modification - November 8, 2021","No",""
"2021-11-09 22:25:37 013584801_183_000_0","CHOOSE","","24,243.02","Add WBTC-B as a new Vault Type - November 8, 2021","Yes",""
"2021-11-09 22:25:37 013584801_183_000_0","CHOOSE","","24,243.02","DIRECT-AAVEV2-DAI Parameter Adjustments - November 8, 2021","Yes",""
"2021-11-09 22:25:37 013584801_183_000_0","CHOOSE","","24,243.02","Increase the WSTETH-A Debt Ceiling - November 8, 2021","Yes",""
"2021-11-09 22:25:37 013584801_183_000_0","CHOOSE","","24,243.02","GUNIV3DAIUSDC-A Parameter Adjustments - November 8, 2021","Yes",""
"2021-11-09 22:25:37 013584801_183_000_0","CHOOSE","","24,243.02","Recognised Delegate Compensation Increase - November 8, 2021","Abstain",""
"2021-11-05 20:06:33 013558639_005_000_3","VOTE","","24,243.02","Aave D3M Onboarding and Core Unit Budget Transfers - October 29, 2021","","YES"
"2021-11-05 20:06:33 013558639_005_000_2","VOTE","","24,243.02","Parameter Changes, Core Unit Budget Distribution - November 5, 2021","","YES"
"2021-11-05 20:06:33 013558639_005_000_1","MOVE VOTE","","24,243.02","Aave D3M Onboarding and Core Unit Budget Transfers - October 29, 2021","",""
"2021-11-05 20:06:33 013558639_005_000_0","MOVE VOTE","","24,243.02","Parameter Changes, WSTETH-A Onboarding - October 22, 2021","",""
"2021-11-05 05:28:09 013554738_226_001_2","UP-VOTE","","24,243.02","Aave D3M Onboarding and Core Unit Budget Transfers - October 29, 2021","",""
"2021-11-05 05:28:09 013554738_226_001_1","UP-VOTE","","24,243.02","Parameter Changes, WSTETH-A Onboarding - October 22, 2021","",""
"2021-11-05 05:28:09 013554738_226_001_0","STAKE","339.79","24,243.02","","",""
"2021-11-05 00:52:47 013553494_013_000_0","CHOOSE","","23,903.23","Community Greenlight Poll - OHM (Olympus DAO) - November 1, 2021","Yes (Greenlight)",""
"2021-11-05 00:52:47 013553494_013_000_0","CHOOSE","","23,903.23","Community Greenlight Poll - MDI (MD Irradiance LLC) - November 1, 2021","Yes (Greenlight)",""
"2021-11-04 16:00:00 013551154_000_000","FINAL_CHOICE","","23,903.23","Parameter Changes Proposal - MakerDAO Open Market Committee - November 1, 2021","Yes",""
"2021-11-04 16:00:00 013551154_000_000","FINAL_CHOICE","","23,903.23","Lower PSM Vault Fees - November 1, 2021","Yes",""
"2021-11-01 20:59:56 013533444_003_000_0","CHOOSE","","23,903.23","Parameter Changes Proposal - MakerDAO Open Market Committee - November 1, 2021","Yes",""
"2021-11-01 20:59:56 013533444_003_000_0","CHOOSE","","23,903.23","Lower PSM Vault Fees - November 1, 2021","Yes",""
"2021-11-01 16:00:00 013532112_000_000","FINAL_CHOICE","","23,903.23","Community Greenlight Poll - CSC (Curio Stablecoin) - October 18, 2021","Abstain",""
"2021-11-01 16:00:00 013532112_000_000","FINAL_CHOICE","","23,903.23","Community Greenlight Poll - OFH (Security Tokens Refinancing) - October 18, 2021","Yes (Greenlight)",""
"2021-11-01 16:00:00 013532112_000_000","FINAL_CHOICE","","23,903.23","Community Greenlight Poll - TM2-DROP (Technology Metals Market) - October 18, 2021","Yes (Greenlight)",""
"2021-11-01 16:00:00 013532112_000_000","FINAL_CHOICE","","23,903.23","Clean Money Sentiment - October 25, 2021","Yes",""
"2021-10-30 11:19:40 013518171_064_000_2","VOTE","","23,903.23","Aave D3M Onboarding and Core Unit Budget Transfers - October 29, 2021","",""
"2021-10-30 11:19:40 013518171_064_000_1","VOTE","","23,903.23","Parameter Changes, WSTETH-A Onboarding - October 22, 2021","",""
"2021-10-30 11:19:40 013518171_064_000_0","MOVE VOTE","","23,903.23","Parameter Changes, WSTETH-A Onboarding - October 22, 2021","",""
"2021-10-28 16:00:00 013506680_000_000","FINAL_CHOICE","","23,903.23","Recognised Delegate Compensation Trial - October 25, 2021","Abstain",""
"2021-10-28 16:00:00 013506680_000_000","FINAL_CHOICE","","23,903.23","Raise the ESM threshold and Increase the Governance Delay - October 25, 2021","Yes",""
"2021-10-27 15:48:06 013500283_144_001_1","DOWN-VOTE","","24,243.02","Parameter Changes, WSTETH-A Onboarding - October 22, 2021","",""
"2021-10-27 15:48:06 013500283_144_001_0","WITHDRAW","-339.79","23,903.23","","",""
"2021-10-27 10:36:26 013498908_021_000_000_001_1","UP-VOTE","","24,243.02","Parameter Changes, WSTETH-A Onboarding - October 22, 2021","",""
"2021-10-27 10:36:26 013498908_021_000_000_001_0","STAKE","17,000.00","24,243.02","","",""
"2021-10-27 03:02:09 013496875_124_000_0","CHOOSE","","7,243.02","Clean Money Sentiment - October 25, 2021","Yes",""
"2021-10-27 03:02:09 013496875_124_000_0","CHOOSE","","7,243.02","Recognised Delegate Compensation Trial - October 25, 2021","Abstain",""
"2021-10-27 03:02:09 013496875_124_000_0","CHOOSE","","7,243.02","Raise the ESM threshold and Increase the Governance Delay - October 25, 2021","Yes",""
"2021-10-25 16:00:00 013487534_000_000","FINAL_CHOICE","","7,243.02","Ratification Poll for Adding Data Insights Core Unit (DIN-001) - October 11, 2021","Yes",""
"2021-10-25 16:00:00 013487534_000_000","FINAL_CHOICE","","7,243.02","Ratification Poll for Adding the Deco Fixed Rate Core Unit (DECO-001) - October 11, 2021","Yes",""
"2021-10-25 16:00:00 013487534_000_000","FINAL_CHOICE","","7,243.02","Ratification Poll for Adding MakerLabs Core Unit (SNUNK-001) - October 11, 2021","No",""
"2021-10-25 16:00:00 013487534_000_000","FINAL_CHOICE","","7,243.02","Ratification Poll for Implementation of DSS Charter (MIP59) - October 11, 2021","Yes",""
"2021-10-25 16:00:00 013487534_000_000","FINAL_CHOICE","","7,243.02","Ratification Poll for Modify Core Unit Budget, MKT-001 (MIP40c3-SP33) - October 11, 2021","No",""
"2021-10-25 16:00:00 013487534_000_000","FINAL_CHOICE","","7,243.02","Ratification Poll for Growth Core Unit Budget, GRO-001 (MIP40c3-SP37) - October 11, 2021","Yes",""
"2021-10-25 12:39:19 013486651_262_000_1","CHOOSE","","7,243.02","Ratification Poll for Modify Core Unit Budget, MKT-001 (MIP40c3-SP33) - October 11, 2021","No",""
"2021-10-25 12:39:19 013486651_262_000_0","RETRACT","","7,243.02","Ratification Poll for Modify Core Unit Budget, MKT-001 (MIP40c3-SP33) - October 11, 2021","",""
"2021-10-24 21:58:51 013482694_029_000_0","CHOOSE","","7,243.02","Community Greenlight Poll - CSC (Curio Stablecoin) - October 18, 2021","Abstain",""
"2021-10-24 21:58:51 013482694_029_000_0","CHOOSE","","7,243.02","Community Greenlight Poll - TM2-DROP (Technology Metals Market) - October 18, 2021","Yes (Greenlight)",""
"2021-10-24 03:39:08 013477836_052_000_2","VOTE","","7,243.02","Parameter Changes, WSTETH-A Onboarding - October 22, 2021","",""
"2021-10-24 03:39:08 013477836_052_000_1","MOVE VOTE","","7,243.02","Offboarding USDT Collateral, Core Unit Budget Distributions - October 1, 2021","",""
"2021-10-24 03:39:08 013477836_052_000_0","MOVE VOTE","","7,243.02","Offboarding Vaults, MKR Vesting, and Core Unit Budget Distribution - October 8, 2021","",""
"2021-10-23 11:42:54 013473546_180_001_2","DOWN-VOTE","","7,245.89","Offboarding USDT Collateral, Core Unit Budget Distributions - October 1, 2021","",""
"2021-10-23 11:42:54 013473546_180_001_1","DOWN-VOTE","","7,245.89","Offboarding Vaults, MKR Vesting, and Core Unit Budget Distribution - October 8, 2021","","YES"
"2021-10-23 11:42:54 013473546_180_001_0","WITHDRAW","-2.86","7,243.02","","",""
"2021-10-21 16:00:00 013461957_000_000","FINAL_CHOICE","","7,245.89","Parameter Changes Proposal - MakerDAO Open Market Committee - October 18, 2021","Yes",""
"2021-10-19 08:29:35 013447122_006_000_0","CHOOSE","","7,245.89","Parameter Changes Proposal - MakerDAO Open Market Committee - October 18, 2021","Yes",""
"2021-10-19 08:29:35 013447122_006_000_0","CHOOSE","","7,245.89","Community Greenlight Poll - OFH (Security Tokens Refinancing) - October 18, 2021","Yes (Greenlight)",""
"2021-10-18 16:00:00 013442748_000_000","FINAL_CHOICE","","7,245.89","Community Greenlight Poll - CurveLP-stETH-ETH (Curve stETH-ETH LP Token) - October 4, 2021","Yes (Greenlight)",""
"2021-10-17 17:04:51 013436655_103_001_2","UP-VOTE","","7,245.89","Offboarding USDT Collateral, Core Unit Budget Distributions - October 1, 2021","",""
"2021-10-17 17:04:51 013436655_103_001_1","UP-VOTE","","7,245.89","Offboarding Vaults, MKR Vesting, and Core Unit Budget Distribution - October 8, 2021","",""
"2021-10-17 17:04:51 013436655_103_001_0","STAKE","4.32","7,245.89","","",""
"2021-10-16 14:44:09 013429631_040_000_0","CHOOSE","","7,241.57","Ratification Poll for Modify Core Unit Budget, MKT-001 (MIP40c3-SP33) - October 11, 2021","Yes",""
"2021-10-16 14:44:09 013429631_040_000_0","CHOOSE","","7,241.57","Ratification Poll for Implementation of DSS Charter (MIP59) - October 11, 2021","Yes",""
"2021-10-16 14:44:09 013429631_040_000_0","CHOOSE","","7,241.57","Ratification Poll for Growth Core Unit Budget, GRO-001 (MIP40c3-SP37) - October 11, 2021","Yes",""
"2021-10-16 14:44:09 013429631_040_000_0","CHOOSE","","7,241.57","Ratification Poll for Adding Data Insights Core Unit (DIN-001) - October 11, 2021","Yes",""
"2021-10-16 14:44:09 013429631_040_000_0","CHOOSE","","7,241.57","Ratification Poll for Adding the Deco Fixed Rate Core Unit (DECO-001) - October 11, 2021","Yes",""
"2021-10-16 14:44:09 013429631_040_000_0","CHOOSE","","7,241.57","Ratification Poll for Adding MakerLabs Core Unit (SNUNK-001) - October 11, 2021","No",""
"2021-10-14 16:00:00 013417283_000_000","FINAL_CHOICE","","7,241.57","Add the Aave Direct Deposit DAI Module (D3M) - October 11, 2021","Yes",""
"2021-10-14 16:00:00 013417283_000_000","FINAL_CHOICE","","7,241.57","Increase the GUNIV3DAIUSDC1-A Debt Ceiling - October 11, 2021","Yes",""
"2021-10-14 16:00:00 013417283_000_000","FINAL_CHOICE","","7,241.57","PaperImperium Supplemental Compensation - October 11, 2021","Abstain",""
"2021-10-14 16:00:00 013417283_000_000","FINAL_CHOICE","","7,241.57","Nexo Institutional Vault Onboarding - October 11, 2021","Yes",""
"2021-10-14 16:00:00 013417283_000_000","FINAL_CHOICE","","7,241.57","Add stETH (Lido Staked ETH) as a new Vault Type - October 11, 2021","Yes",""
"2021-10-13 16:05:37 013410939_071_000_1","CHOOSE","","7,241.57","PaperImperium Supplemental Compensation - October 11, 2021","Abstain",""
"2021-10-13 16:05:37 013410939_071_000_0","RETRACT","","7,241.57","PaperImperium Supplemental Compensation - October 11, 2021","",""
"2021-10-12 00:56:02 013400632_012_000_0","CHOOSE","","7,241.57","Nexo Institutional Vault Onboarding - October 11, 2021","Yes",""
"2021-10-12 00:56:02 013400632_012_000_0","CHOOSE","","7,241.57","PaperImperium Supplemental Compensation - October 11, 2021","Yes",""
"2021-10-12 00:56:02 013400632_012_000_0","CHOOSE","","7,241.57","Add the Aave Direct Deposit DAI Module (D3M) - October 11, 2021","Yes",""
"2021-10-12 00:56:02 013400632_012_000_0","CHOOSE","","7,241.57","Add stETH (Lido Staked ETH) as a new Vault Type - October 11, 2021","Yes",""
"2021-10-12 00:56:02 013400632_012_000_0","CHOOSE","","7,241.57","Increase the GUNIV3DAIUSDC1-A Debt Ceiling - October 11, 2021","Yes",""
"2021-10-09 11:16:16 013384223_054_000_2","VOTE","","7,241.57","Offboarding USDT Collateral, Core Unit Budget Distributions - October 1, 2021","",""
"2021-10-09 11:16:16 013384223_054_000_1","VOTE","","7,241.57","Offboarding Vaults, MKR Vesting, and Core Unit Budget Distribution - October 8, 2021","",""
"2021-10-09 11:16:16 013384223_054_000_0","MOVE VOTE","","7,241.57","Offboarding USDT Collateral, Core Unit Budget Distributions - October 1, 2021","",""
"2021-10-07 16:00:00 013372748_000_000","FINAL_CHOICE","","7,241.57","Offboard the BAT-A Vault Type - October 4, 2021","Yes",""
"2021-10-07 16:00:00 013372748_000_000","FINAL_CHOICE","","7,241.57","Offboard the ZRX-A Vault Type - October 4, 2021","Yes",""
"2021-10-07 16:00:00 013372748_000_000","FINAL_CHOICE","","7,241.57","Offboard the UNIV2AAVEETH-A Vault Type - October 4, 2021","Yes",""
"2021-10-07 16:00:00 013372748_000_000","FINAL_CHOICE","","7,241.57","Offboard the LRC-A Vault Type - October 4, 2021","Yes",""
"2021-10-07 16:00:00 013372748_000_000","FINAL_CHOICE","","7,241.57","Offboard the UNIV2LINKETH-A Vault Type - October 4, 2021","Yes",""
"2021-10-07 11:54:21 013371672_057_000_0","CHOOSE","","7,241.57","Offboard the ZRX-A Vault Type - October 4, 2021","Yes",""
"2021-10-07 11:54:21 013371672_057_000_0","CHOOSE","","7,241.57","Offboard the BAT-A Vault Type - October 4, 2021","Yes",""
"2021-10-07 11:54:21 013371672_057_000_0","CHOOSE","","7,241.57","Offboard the UNIV2LINKETH-A Vault Type - October 4, 2021","Yes",""
"2021-10-07 11:54:21 013371672_057_000_0","CHOOSE","","7,241.57","Offboard the LRC-A Vault Type - October 4, 2021","Yes",""
"2021-10-07 11:54:21 013371672_057_000_0","CHOOSE","","7,241.57","Offboard the UNIV2AAVEETH-A Vault Type - October 4, 2021","Yes",""
"2021-10-07 11:54:21 013371672_057_000_0","CHOOSE","","7,241.57","Community Greenlight Poll - CurveLP-stETH-ETH (Curve stETH-ETH LP Token) - October 4, 2021","Yes (Greenlight)",""
"2021-10-02 14:30:09 013340385_121_000_2","VOTE","","7,241.57","Offboarding USDT Collateral, Core Unit Budget Distributions - October 1, 2021","",""
"2021-10-02 14:30:09 013340385_121_000_1","MOVE VOTE","","7,241.57","Collateral Onboarding and Offboarding, PSM DC-IAM changes - September 17, 2021","",""
"2021-10-02 14:30:09 013340385_121_000_0","MOVE VOTE","","7,241.57","Adjusting Auction Parameters and Testing Layer 2 Components - September 24, 2021","",""
